"_id",art_title,error,tool_name,tool_price,tool_star,url,part number,item weight,product dimensions,item model number,item package quantity,number of pieces,measurement system,included components,batteries included?,batteries required?,package dimensions,warranty description,size,number of handles,california residents,color,brand,manufacturer part number,oem part number,usage,style,material,certification,power source,batteries,voltage,torque,plug format,battery cell type,model,folding,head style,wattage,special features,pattern,national stock number,discontinued by manufacturer,assembled diameter,finish,handle material,cover included,shape,installation method,thickness,cutting diameter,blade length,type of bulb,vehicle service type,handle/lever placement,grit description,exterior,capacity description,tool tip description,accessory connection type,horsepower
5b6a8ad29fc5af34f8f3fa91,,1,,,,https://www.amazon.com/NUPLA-MACHINISTS-BALLPEIN-HAMMER-545-21-008/dp/B00OQS193E/ref=sr_1_6338/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6338&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad29fc5af34f8f3fa92,,1,,,,https://www.amazon.com/ABC-Hammers-ABC1BZW-Striking-1-Pound/dp/B00KY3IBU4/ref=sr_1_6339/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6339&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad29fc5af34f8f3fa93,,1,,,,https://www.amazon.com/Stanley-Claw-Nailing-Hammer-Piece/dp/B00KHIKQ36/ref=sr_1_6340/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6340&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad29fc5af34f8f3fa94,,1,,,,https://www.amazon.com/Cal-Hawk-Tools-CHAS03-Fiberglass/dp/B00KGG6IN6/ref=sr_1_6341/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6341&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad29fc5af34f8f3fa95,Hen & Rooster HTM94604 Maxx Glide Gun Hammer Manual Tactical Folding Knives,1,Hen & Rooster,,,https://www.amazon.com/Hen-Rooster-HTM94604-Tactical-Folding/dp/B00KF2JSMO/ref=sr_1_6342/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6342&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad29fc5af34f8f3fa96,,1,,,,https://www.amazon.com/GearWrench-Drilling-Hammer/dp/B00JP1NO3A/ref=sr_1_6343/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6343&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad29fc5af34f8f3fa97,,1,,,,https://www.amazon.com/Stanley-54-022-FatMax%C2%AE-AntiVibe%C2%AE-Hammer/dp/B00IOXHTMC/ref=sr_1_6344/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6344&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad29fc5af34f8f3fa98,,1,,,,https://www.amazon.com/Urrea-1332E-32-Ounce-Hammer-Handle/dp/B00I6TCW8A/ref=sr_1_6345/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6345&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad29fc5af34f8f3fa99,,1,,,,https://www.amazon.com/Urrea-1316PN-16-Ounce-Hammer-Handle/dp/B00I6TCVT0/ref=sr_1_6346/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6346&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3fa9a,Urrea 1332PN 32-Ounce Ball Pein Hammer with Oak Handle,1,Urrea,,,https://www.amazon.com/Urrea-1332PN-32-Ounce-Hammer-Handle/dp/B00I6TCVNG/ref=sr_1_6347/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6347&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3fa9b,Urrea 1430DB 2-Pound Act Drive Impact Dead Blow Hammer,1,Urrea,,,https://www.amazon.com/Urrea-1430DB-2-Pound-Impact-Hammer/dp/B00I6TCRXA/ref=sr_1_6348/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6348&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3fa9c,,1,,,,https://www.amazon.com/ToolUSA-Double-Headed-Forming-Squares/dp/B00HGLMNLA/ref=sr_1_6349/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6349&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3fa9d,,1,,,,https://www.amazon.com/Plumb-Hammer-22Oz-Fbgs-11414N/dp/B00HDRT4JQ/ref=sr_1_6350/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6350&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3fa9e,,1,,,,https://www.amazon.com/Stanley-Tether-Ready-J1431G-TT-3-8-pound-Hammer/dp/B00H1LMFAE/ref=sr_1_6351/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6351&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3fa9f,,1,,,,https://www.amazon.com/Stanley-Proto-Tether-Ready-J57-531-TT-21-ounce-Compo-Cast/dp/B00H1LM7TI/ref=sr_1_6352/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6352&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3faa0,,1,,,,https://www.amazon.com/Solid-Hammer-Handle-Tools-Equipment/dp/B00GCEYT3M/ref=sr_1_6353/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6353&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3faa1,8 Oz Imported Ball Peen Hammer,1,viStar,,,https://www.amazon.com/8-Oz-Ball-Peen-Hammer/dp/B00G7JV23M/ref=sr_1_6354/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6354&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3faa2,,1,,,,https://www.amazon.com/4-Oz-Ball-Peen-Hammer/dp/B00G7JQCKU/ref=sr_1_6355/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6355&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3faa3,,1,,,,https://www.amazon.com/Hand-Tool-8512-Ball-Hammer/dp/B00FABO1SQ/ref=sr_1_6356/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6356&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3faa4,,1,,,,https://www.amazon.com/Pro-Grade-61336-16-Ounce-Hammer-Hickory/dp/B00F5WJH5C/ref=sr_1_6357/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6357&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3faa5,,1,,,,https://www.amazon.com/Dopobo-Seatbelt-Breaker-Breaking-Emergency/dp/B00ENH2H5W/ref=sr_1_6358/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6358&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3faa6,,1,,,,https://www.amazon.com/Allied-Tools-31315-16-Ounce-Fiberglass/dp/B00E65SMJQ/ref=sr_1_6359/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6359&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3faa7,,1,,,,https://www.amazon.com/Wood-Engineer-Hammer-Replacement-Handle/dp/B00DF3L4FE/ref=sr_1_6360/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053605&sr=1-6360&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3faa8,,1,,,,https://www.amazon.com/gp/help/customer/display.html/ref=sr_hms_help/147-6603142-7052802?nodeId=468556&ie=UTF8&qid=1529053605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3faa9,"Stahlwille 10776 Special Planishing Hammer With Large Extra Thin Faces and Square Face Checkered, 46mm Diameter, 320mm Length",1,Stahlwille,,,https://www.amazon.com/Stahlwille-10776-Planishing-Checkered-Diameter/dp/B00C13AG30/ref=sr_1_6361/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6361&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3faaa,,1,,,,https://www.amazon.com/Valley-16-oz-Hammer-Piece-Forged/dp/B00BRQGIQ6/ref=sr_1_6362/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6362&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3faab,,1,,,,https://www.amazon.com/Hen-Rooster-HTM47516-Tactical-Folding/dp/B00BMDK9A0/ref=sr_1_6363/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6363&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3faac,,1,,,,https://www.amazon.com/4Lbs-Dead-Blow-Hammer-Neon/dp/B00BJS69VQ/ref=sr_1_6364/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6364&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad39fc5af34f8f3faad,,1,,,,https://www.amazon.com/3Lbs-Dead-Blow-Hammer-Neon/dp/B00BJS69KC/ref=sr_1_6365/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6365&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad49fc5af34f8f3faae,"V&B Manufacturing 67392 36"" Heavy Sledge Hammer Replacement Handle",1,V&B Manufacturing,,,https://www.amazon.com/Manufacturing-67392-Sledge-Hammer-Replacement/dp/B00AN8DOQ6/ref=sr_1_6366/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6366&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad49fc5af34f8f3faaf,,1,,,,https://www.amazon.com/Westward-Rubber-Mallet-Hammer-Wooden/dp/B00A4NLGM4/ref=sr_1_6367/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6367&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad49fc5af34f8f3fab0,,1,,,,https://www.amazon.com/HTM-Gun-Hammer-4-5-Knife/dp/B009SF0WRY/ref=sr_1_6368/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6368&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad49fc5af34f8f3fab1,,1,,,,https://www.amazon.com/American-Hammer-guarded-fiberglass-AM2BRFG/dp/B009KHDR18/ref=sr_1_6369/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6369&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad49fc5af34f8f3fab2,Lightwt Finishing Hammer(160),1,Streamline,,,https://www.amazon.com/Streamline-Lightwt-Finishing-Hammer-160/dp/B009AMCCDW/ref=sr_1_6370/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6370&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad49fc5af34f8f3fab3,"SE 8314H4 4 in 1 Hammer, 9""",1,SE,,,https://www.amazon.com/SE-8314H4-Hammer/dp/B008PA1OCK/ref=sr_1_6371/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6371&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad49fc5af34f8f3fab4,,1,,,,https://www.amazon.com/Eastman-60566-Water-Hammer-Arrester/dp/B00838IKHQ/ref=sr_1_6372/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6372&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad49fc5af34f8f3fab5,Wright Tool 9015 16-Ounce Ball Pein Hammer with Wood Handle,1,Wright Tool,,,https://www.amazon.com/Wright-Tool-9015-16-Ounce-Hammer/dp/B0082RAQ66/ref=sr_1_6373/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6373&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad49fc5af34f8f3fab6,,1,,,,https://www.amazon.com/Wright-Tool-9070-16-Pound-36-Inch/dp/B0082R9Y64/ref=sr_1_6374/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6374&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad49fc5af34f8f3fab7,,1,,,,https://www.amazon.com/Wright-Tool-9062-Handle-Hammers/dp/B0082R9SEM/ref=sr_1_6375/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6375&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad49fc5af34f8f3fab8,,1,,,,https://www.amazon.com/Wright-Tool-9048-3-Pound-Engineer/dp/B0082R92P2/ref=sr_1_6376/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6376&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad49fc5af34f8f3fab9,Wright Tool 9014 12-Ounce Ball Pein Hammer with Wood Handle,1,Wright Tool,,,https://www.amazon.com/Wright-Tool-9014-12-Ounce-Hammer/dp/B0082R92B6/ref=sr_1_6377/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6377&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad49fc5af34f8f3faba,,1,,,,https://www.amazon.com/Williams-HSF-250A-Hammer-2-Pound-2-Inch/dp/B007YRD61W/ref=sr_1_6378/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6378&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad49fc5af34f8f3fabb,,1,,,,https://www.amazon.com/Williams-HSF-100A-Hammer-5-Ounce-1-Inch/dp/B007YRCSCA/ref=sr_1_6379/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6379&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad49fc5af34f8f3fabc,,1,,,,https://www.amazon.com/Tools-142-1512-Ball-pin-hammer/dp/B007XUG1LW/ref=sr_1_6380/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6380&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad49fc5af34f8f3fabd,,1,,,,https://www.amazon.com/Ladies-hammer-Case-of-24/dp/B007EV5V9I/ref=sr_1_6381/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6381&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad49fc5af34f8f3fabe,,1,,,,https://www.amazon.com/Hand-Drilling-Hammer-Steel-Lb/dp/B0078S4G4S/ref=sr_1_6382/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6382&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad49fc5af34f8f3fabf,,1,,,,https://www.amazon.com/Hammer-Tip-Plastic-Hard-White/dp/B0078RZ5JY/ref=sr_1_6383/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6383&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3fac0,"Ballpein Hammer, 11-3/8 Inches, 8 Ounces | HAM-430.08",1,EuroTool,,,https://www.amazon.com/Ballpein-Hammer-Inches-Ounces-HAM-430-08/dp/B0058ECRBI/ref=sr_1_6384/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053611&sr=1-6384&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3fac1,,1,,,,https://www.amazon.com/gp/help/customer/display.html/ref=sr_hms_help/147-6603142-7052802?nodeId=468556&ie=UTF8&qid=1529053611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3fac2,,1,,,,https://www.amazon.com/Ladies-hammer-Case-of-24/dp/B007EV5V9I/ref=sr_1_6385/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6385&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3fac3,,1,,,,https://www.amazon.com/Hand-Drilling-Hammer-Steel-Lb/dp/B0078S4G4S/ref=sr_1_6386/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6386&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3fac4,,1,,,,https://www.amazon.com/Hammer-Tip-Plastic-Hard-White/dp/B0078RZ5JY/ref=sr_1_6387/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6387&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3fac5,,1,,,,https://www.amazon.com/Ballpein-Hammer-Inches-Ounces-HAM-430-08/dp/B0058ECRBI/ref=sr_1_6388/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6388&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3fac6,,1,,,,https://www.amazon.com/Vaughan-Bushnell-Straight-Ripping-Fiberglass/dp/B00586ZUNS/ref=sr_1_6389/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6389&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3fac7,,1,,,,https://www.amazon.com/Westward-6DWK1-Drilling-Hammer-Hickory/dp/B004V09GGO/ref=sr_1_6390/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6390&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3fac8,"Westward 6DWJ1 Framing Hammer, Fiberglass, Axe, 28 Oz",1,WestWard Tools,,,https://www.amazon.com/Westward-6DWJ1-Framing-Hammer-Fiberglass/dp/B004V09E0M/ref=sr_1_6391/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6391&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3fac9,,1,,,,https://www.amazon.com/Nupla-BD-6-16SG-Blacksmiths-Classic-Nuplaglas/dp/B004UMHKG6/ref=sr_1_6392/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6392&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3faca,,1,,,,https://www.amazon.com/Nupla-Medium-Non-Sparking-Quick-Change-Diameter/dp/B004UMGGIO/ref=sr_1_6393/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6393&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3facb,,1,,,,https://www.amazon.com/Nupla-Medium-Non-Sparking-Quick-Change-Diameter/dp/B004UMFFH2/ref=sr_1_6394/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6394&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3facc,,1,,,,https://www.amazon.com/Channellock-Engineers-Drilling-Hammer/dp/B004TVNPTY/ref=sr_1_6395/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6395&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3facd,,1,,,,https://www.amazon.com/Scaling-Hammers-hammer-scalingw-handle/dp/B004SK94U0/ref=sr_1_6396/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6396&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3face,,1,,,,https://www.amazon.com/Wright-Tool-9051-20-Ounce-Ripping/dp/B004RIMPZE/ref=sr_1_6397/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6397&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3facf,,1,,,,https://www.amazon.com/24oz-Finishing-Hammer-Fiberglass-Handle/dp/B004OAKIJA/ref=sr_1_6398/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6398&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3fad0,,1,,,,https://www.amazon.com/Sledge-Hammers-hammer-sledge-handle/dp/B004GZHOU4/ref=sr_1_6399/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6399&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3fad1,,1,,,,https://www.amazon.com/Estwing-Straight-Leather-Handle-Hammer/dp/B0044URRKS/ref=sr_1_6400/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6400&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3fad2,Plumb 11421 24 oz Fiberglass Handle Brick Hammer,1,Apex Tool Group,,,https://www.amazon.com/Plumb-11421-Fiberglass-Handle-Hammer/dp/B00448LML0/ref=sr_1_6401/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6401&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3fad3,,1,,,,https://www.amazon.com/SEPTLS54526504-Nupla-Sledge-Hammers-26-504/dp/B0043UO0UE/ref=sr_1_6402/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6402&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3fad4,,1,,,,https://www.amazon.com/Pack-Plumb-Premium-11406-Hammer/dp/B0042T9YRA/ref=sr_1_6403/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6403&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a8ad59fc5af34f8f3fad5,,1,,,,https://www.amazon.com/Radnor-RAD64002012-Chipping-English-Plastic/dp/B003ZV22E8/ref=sr_1_6404/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529053618&sr=1-6404&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
